created,modified,is_active,id_user_created,id_user_updated,token_team,taking_total_boxes,taking_total_bottles,year,quantity,notes,is_complete,account_code_id,id_taking_id,id_team_id
2023-09-02 09:35:46.701 -0500,2023-09-02 09:35:46.701 -0500,TRUE,1,1,4e176f205b7d624ea46bfb6d3af2d778ac95bd70e6aa08a00fc85b6682b6d761,17,4,,174,,FALSE,3150,337,1819
